,NN,NG,KNN,Final,two_year_recid
2225,1,0,1,1,1
2226,0,0,0,0,0
2227,0,1,1,1,0
2228,0,0,0,0,1
2229,0,0,0,1,0
2230,0,0,0,0,1
2231,0,0,0,1,0
2232,0,0,0,0,0
2233,0,0,0,1,0
2234,0,0,0,0,0
2235,0,0,1,1,1
2236,0,0,1,0,1
2237,1,0,0,0,0
2238,0,0,0,0,1
2239,1,0,1,1,1
2240,0,0,0,0,0
2241,0,0,0,0,1
2242,0,0,0,1,0
2243,1,1,0,1,1
2244,1,1,1,1,1
2245,0,0,0,0,0
2246,0,0,1,0,1
2247,0,0,0,0,0
2248,1,1,1,1,1
2249,0,0,0,1,0
2250,0,0,0,0,1
2251,0,0,0,1,0
2252,0,0,1,1,1
2253,0,0,0,0,1
2254,1,1,1,1,1
2255,0,0,0,0,1
2256,0,0,0,0,0
2257,0,0,1,1,1
2258,1,0,1,1,1
2259,1,1,1,1,1
2260,0,0,0,0,0
2261,0,0,0,0,0
2262,1,1,1,1,1
2263,1,0,1,1,1
2264,0,0,0,1,0
2265,0,1,1,1,0
2266,0,0,0,1,0
2267,0,0,0,0,0
2268,1,0,1,0,1
2269,0,0,0,0,1
2270,0,0,0,1,0
2271,1,0,1,1,1
2272,0,0,0,0,0
2273,0,0,1,1,1
2274,1,0,0,0,1
2275,0,0,1,0,1
2276,0,0,1,1,0
2277,1,0,1,1,1
2278,1,1,1,1,1
2279,0,0,0,1,0
2280,0,0,1,1,1
2281,0,0,0,0,0
2282,1,1,1,1,1
2283,1,0,1,1,1
2284,0,0,1,1,0
2285,0,0,0,0,0
2286,0,0,0,0,0
2287,0,0,0,0,0
2288,1,0,1,1,0
2289,1,0,0,1,0
2290,1,0,1,1,1
2291,1,1,1,1,1
2292,0,0,0,1,0
2293,1,0,0,1,1
2294,0,0,0,0,1
2295,0,0,0,0,0
2296,1,0,0,1,0
2297,0,0,0,1,0
2298,0,0,0,0,0
2299,1,1,1,1,1
2300,0,0,0,0,0
2301,1,0,1,1,1
2302,0,0,0,1,0
2303,0,0,1,0,1
2304,0,0,0,0,1
2305,1,0,1,1,1
2306,1,1,1,0,1
2307,0,0,0,0,0
2308,0,0,0,1,0
2309,0,0,0,0,0
2310,0,0,0,1,0
2311,0,0,0,1,0
2312,1,1,1,1,1
2313,0,0,0,1,0
2314,0,0,0,1,0
2315,0,0,0,0,1
2316,1,0,1,0,0
2317,0,0,0,0,0
2318,0,0,0,1,0
2319,0,0,0,0,0
2320,1,0,1,0,1
2321,0,0,0,1,1
2322,0,0,0,1,1
2323,0,0,0,1,0
2324,0,0,1,0,0
2325,1,0,1,1,1
2326,1,0,1,0,1
2327,0,0,1,0,0
2328,0,0,0,0,0
2329,0,0,0,1,0
2330,1,1,1,0,1
2331,0,0,1,0,0
2332,0,0,0,1,0
2333,1,1,1,1,1
2334,1,1,1,1,1
2335,1,0,0,0,0
2336,1,0,0,1,0
2337,0,0,0,0,1
2338,0,0,0,1,1
2339,0,0,0,0,0
2340,1,0,1,1,1
2341,0,0,0,1,0
2342,0,0,0,1,0
2343,0,0,1,1,1
2344,0,0,1,1,1
2345,0,0,0,1,0
2346,0,0,0,0,1
2347,0,0,1,1,0
2348,0,0,0,0,0
2349,0,0,1,0,1
2350,0,0,0,1,0
2351,1,1,1,1,1
2352,0,0,0,0,0
2353,0,0,0,1,0
2354,1,0,1,1,1
2355,1,0,1,1,1
2356,1,0,1,1,1
2357,0,0,0,0,0
2358,0,0,0,1,0
2359,0,0,0,1,1
2360,0,0,1,1,0
2361,0,0,1,0,1
2362,1,1,1,1,1
2363,0,0,0,1,0
2364,1,0,1,1,1
2365,0,0,0,0,0
2366,0,0,0,0,0
2367,0,0,0,1,0
2368,1,0,1,1,1
2369,0,0,0,0,0
2370,1,1,0,1,0
2371,1,1,1,1,1
2372,0,0,1,0,1
2373,0,0,0,0,0
2374,0,0,0,0,0
2375,0,0,0,0,0
2376,0,0,0,1,0
2377,0,0,0,1,0
2378,0,0,1,1,0
2379,0,0,0,0,0
2380,0,0,0,0,1
2381,1,0,1,0,1
2382,0,0,0,0,0
2383,1,1,1,1,1
2384,1,0,0,0,0
2385,1,0,1,1,1
2386,1,0,1,1,1
2387,0,0,1,0,1
2388,0,0,0,0,0
2389,0,0,0,0,0
2390,0,0,1,1,0
2391,0,0,0,0,0
2392,0,0,0,0,0
2393,0,0,0,0,0
2394,0,0,0,1,0
2395,1,1,1,1,1
2396,1,0,1,1,0
2397,1,0,0,1,0
2398,0,0,0,0,0
2399,0,0,0,1,0
2400,0,0,0,1,0
2401,1,0,1,1,1
2402,0,0,0,0,0
2403,0,0,0,1,0
2404,0,0,0,0,0
2405,1,0,0,1,1
2406,0,0,0,0,0
2407,0,0,0,0,0
2408,0,0,0,1,1
2409,0,0,0,1,0
2410,1,1,1,1,1
2411,0,0,0,0,1
2412,1,1,1,1,1
2413,0,0,1,0,1
2414,1,0,0,1,1
2415,0,0,0,0,0
2416,1,1,1,1,0
2417,0,0,0,0,0
2418,0,0,0,1,0
2419,0,0,0,0,0
2420,1,0,1,0,1
2421,1,1,0,1,0
2422,0,0,0,1,1
2423,0,0,0,1,0
2424,0,0,0,0,0
2425,0,0,1,0,0
2426,0,0,0,0,0
2427,0,0,0,0,0
2428,1,1,1,0,1
2429,0,0,1,1,1
2430,0,0,0,0,0
2431,0,0,1,1,1
2432,0,0,0,1,0
2433,0,0,0,0,0
2434,1,1,0,1,0
2435,1,1,1,1,1
2436,0,0,0,0,0
2437,0,0,0,0,1
2438,0,0,0,1,0
2439,1,1,1,1,1
2440,0,0,0,0,0
2441,0,0,0,1,0
2442,0,0,0,1,0
2443,0,0,0,1,1
2444,0,0,0,1,0
2445,0,0,0,0,0
2446,0,0,0,1,0
2447,1,1,1,1,0
2448,0,0,0,1,0
2449,0,0,0,0,0
2450,1,1,1,1,0
2451,1,0,1,1,1
2452,1,0,0,0,0
2453,0,0,0,1,0
2454,1,0,1,1,1
2455,0,0,0,0,0
2456,0,0,1,1,1
2457,1,1,1,1,1
2458,1,0,1,0,1
2459,0,0,1,0,1
2460,0,0,0,1,0
2461,1,1,1,1,0
2462,1,0,0,1,1
2463,1,1,1,1,1
2464,0,0,0,1,1
2465,0,0,1,1,1
2466,0,0,1,1,1
2467,0,0,0,0,0
2468,0,0,1,1,0
2469,1,1,1,1,1
2470,1,0,1,1,1
2471,0,0,0,1,0
2472,0,0,0,0,0
2473,0,0,0,1,0
2474,0,0,0,1,1
2475,0,0,1,1,0
2476,0,0,1,0,0
2477,1,1,0,1,0
2478,1,1,1,1,1
2479,0,0,0,1,0
2480,1,1,1,1,0
2481,0,0,0,0,1
2482,0,0,0,0,0
2483,0,0,0,0,0
2484,0,0,1,0,0
2485,0,0,0,0,0
2486,0,0,1,1,1
2487,0,0,1,0,1
2488,1,1,1,1,0
2489,0,0,1,0,0
2490,1,0,1,1,1
2491,0,0,0,0,0
2492,0,0,0,0,1
2493,0,0,1,0,0
2494,0,0,0,0,1
2495,0,0,1,0,1
2496,1,0,1,1,1
2497,0,0,0,0,1
2498,0,0,1,0,1
2499,1,0,0,0,0
2500,1,0,1,1,1
2501,1,1,1,1,1
2502,0,0,0,1,0
2503,0,0,1,0,0
2504,0,0,0,1,0
2505,0,0,1,0,1
2506,0,0,0,1,1
2507,1,0,1,1,1
2508,0,0,0,0,0
2509,1,0,0,0,1
2510,0,0,0,0,0
2511,0,0,0,1,0
2512,0,0,0,0,0
2513,0,0,0,1,0
2514,0,0,0,1,1
2515,1,1,1,1,0
2516,0,0,0,1,0
2517,0,0,0,0,0
2518,0,0,0,1,1
2519,1,1,1,1,1
2520,1,0,1,1,1
2521,0,0,0,1,0
2522,1,0,1,0,1
2523,0,0,0,0,0
2524,1,1,0,1,0
2525,0,0,0,1,0
2526,0,0,0,1,1
2527,0,0,1,0,1
2528,0,0,0,0,0
2529,0,0,0,0,0
2530,0,0,0,1,0
2531,0,0,0,0,0
2532,0,0,0,0,0
2533,1,1,1,1,0
2534,0,0,0,1,0
2535,1,0,1,1,1
2536,1,0,0,0,0
2537,0,0,0,1,0
2538,0,0,0,0,1
2539,1,1,1,1,1
2540,0,0,0,1,0
2541,0,0,0,1,1
2542,0,0,0,0,1
2543,0,0,0,0,0
2544,1,1,0,1,0
2545,0,0,1,1,1
2546,1,0,1,1,1
2547,0,0,0,1,1
2548,0,0,0,1,0
2549,1,1,1,1,1
2550,1,0,1,1,0
2551,0,0,0,0,1
2552,0,0,0,0,0
2553,1,1,1,1,1
2554,0,0,0,1,0
2555,1,1,1,1,1
2556,1,0,1,1,1
2557,1,0,1,1,0
2558,0,0,0,1,0
2559,1,0,0,1,0
2560,1,0,0,1,1
2561,0,0,0,0,1
2562,0,0,0,0,0
2563,1,1,0,1,0
2564,1,1,1,1,1
2565,1,0,1,0,1
2566,0,0,0,0,0
2567,0,0,1,1,1
2568,0,0,0,1,0
2569,0,0,1,1,0
2570,0,0,0,0,1
2571,0,0,1,0,0
2572,1,1,1,0,1
2573,0,0,0,0,0
2574,0,0,1,1,1
2575,0,0,0,0,1
2576,0,0,0,0,1
2577,0,0,0,1,0
2578,1,1,0,0,0
2579,0,0,0,0,1
2580,0,0,0,1,0
2581,0,0,1,1,0
2582,0,0,0,1,0
2583,0,0,0,0,0
2584,0,0,0,1,0
2585,0,0,0,1,0
2586,0,0,1,1,0
2587,1,1,1,1,1
2588,1,1,0,0,1
2589,1,0,0,1,0
2590,0,0,0,0,1
2591,1,0,1,1,0
2592,0,0,0,1,0
2593,0,0,1,1,1
2594,0,0,0,1,0
2595,0,0,0,1,0
2596,0,0,0,0,0
2597,0,0,1,0,1
2598,0,0,1,1,1
2599,0,0,0,1,0
2600,0,0,0,1,0
2601,1,1,1,1,1
2602,1,0,0,1,1
2603,0,0,1,0,1
2604,0,0,1,0,1
2605,1,0,1,1,1
2606,0,0,0,0,0
2607,1,1,1,1,1
2608,0,0,0,0,0
2609,0,0,0,1,0
2610,0,0,0,1,1
2611,0,0,0,0,1
2612,0,0,0,0,1
2613,0,0,0,1,0
2614,1,1,1,1,1
2615,0,0,0,1,1
2616,0,0,0,1,0
2617,0,0,0,0,0
2618,0,0,1,0,0
2619,0,0,0,0,0
2620,0,0,0,0,0
2621,1,0,1,1,1
2622,1,0,1,1,0
2623,0,0,0,0,0
2624,1,0,0,1,0
2625,1,1,1,1,1
2626,1,1,1,1,1
2627,1,0,0,1,0
2628,0,0,0,1,0
2629,0,0,1,0,1
2630,0,0,0,0,0
2631,1,1,0,0,0
2632,0,0,0,0,0
2633,0,0,1,0,1
2634,0,0,1,1,1
2635,0,0,0,0,0
2636,0,0,0,0,1
2637,0,0,0,0,0
2638,0,0,0,1,0
2639,0,0,0,0,0
2640,0,0,0,0,0
2641,0,1,0,1,0
2642,1,0,0,0,1
2643,1,1,1,1,1
2644,0,0,1,1,0
2645,0,0,0,1,0
2646,0,0,1,0,1
2647,0,0,0,0,0
2648,0,0,1,0,1
2649,1,1,1,1,1
2650,1,0,1,1,0
2651,0,0,0,0,0
2652,0,0,0,0,0
2653,0,0,0,0,1
2654,0,0,0,0,0
2655,0,0,0,1,0
2656,0,0,0,1,0
2657,1,0,1,1,1
2658,0,0,0,0,0
2659,1,0,1,1,1
2660,0,0,0,1,1
2661,0,0,0,1,0
2662,1,1,1,1,1
2663,0,0,0,1,0
2664,0,0,0,0,0
2665,0,0,0,1,0
2666,1,1,1,1,0
2667,1,0,0,1,0
2668,0,0,0,1,1
2669,0,0,1,0,0
2670,0,0,0,0,0
2671,0,0,1,1,1
2672,0,0,1,0,0
2673,1,1,0,1,0
2674,0,0,0,0,0
2675,1,1,1,1,1
2676,0,1,1,1,0
2677,0,0,0,1,0
2678,1,0,1,1,1
2679,0,0,0,1,0
2680,1,0,0,1,1
2681,1,1,1,1,1
2682,1,1,1,0,0
2683,0,0,0,0,1
2684,1,0,1,1,1
2685,0,0,0,0,1
2686,1,1,1,1,1
2687,0,0,0,1,0
2688,1,0,0,1,0
2689,0,0,1,0,1
2690,0,0,0,0,0
2691,1,0,1,1,1
2692,0,0,1,0,1
2693,0,0,1,0,0
2694,0,0,1,0,0
2695,0,0,1,1,0
2696,0,0,0,0,0
2697,0,0,0,1,0
2698,0,0,1,1,1
2699,0,0,1,1,1
2700,0,0,1,0,1
2701,0,0,0,1,0
2702,0,0,1,1,1
2703,1,0,1,1,1
2704,1,1,0,1,0
2705,1,0,1,1,1
2706,1,1,0,1,1
2707,0,0,1,1,0
2708,1,0,0,0,0
2709,0,0,0,0,0
2710,1,0,0,1,0
2711,1,1,1,1,1
2712,1,0,1,1,1
2713,0,0,0,0,0
2714,0,0,0,0,0
2715,1,0,1,1,1
2716,0,0,1,0,1
2717,1,1,1,0,1
2718,0,0,1,1,1
2719,0,0,0,0,1
2720,0,0,0,0,1
2721,1,1,1,1,1
2722,0,0,0,0,0
2723,0,0,0,1,0
2724,1,0,1,1,0
2725,0,0,0,0,0
2726,1,0,1,1,1
2727,0,0,0,0,0
2728,0,0,1,1,1
2729,0,0,0,1,0
2730,0,0,1,1,1
2731,1,1,1,1,1
2732,1,1,1,1,1
2733,0,0,1,0,0
2734,0,0,0,0,0
2735,1,1,1,1,1
2736,0,0,1,0,1
2737,0,0,0,0,0
2738,0,0,1,0,1
2739,1,1,1,1,1
2740,1,1,1,1,1
2741,0,0,0,1,0
2742,1,1,1,1,1
2743,0,0,0,0,0
2744,1,0,1,1,0
2745,0,0,0,0,1
2746,0,0,0,1,0
2747,1,1,1,1,1
2748,1,1,0,0,0
2749,1,0,1,1,1
2750,0,0,1,0,0
2751,1,1,0,1,0
2752,0,0,1,1,1
2753,1,0,1,1,1
2754,0,0,0,0,0
2755,0,0,1,1,1
2756,0,0,0,1,0
2757,0,0,1,0,1
2758,1,0,1,1,1
2759,1,1,1,1,1
2760,1,0,0,1,1
2761,0,0,1,1,1
2762,1,1,1,1,1
2763,1,1,1,1,1
2764,0,0,0,0,0
2765,0,0,1,1,1
2766,0,0,0,1,0
2767,0,0,0,1,1
2768,1,0,1,1,1
2769,0,0,1,1,1
2770,0,0,0,0,0
2771,0,0,1,0,1
2772,0,0,0,0,1
2773,0,0,0,1,0
2774,1,1,1,1,0
2775,1,0,1,1,1
2776,0,0,0,0,0
2777,0,0,0,0,0
2778,1,0,0,1,0
2779,0,0,0,0,0
2780,0,0,1,0,1
2781,0,0,0,1,1
2782,0,0,0,1,0
2783,1,1,0,1,0
2784,0,0,0,0,1
2785,0,0,0,1,0
2786,0,0,0,0,1
2787,1,1,1,1,1
2788,0,0,1,0,0
2789,1,0,1,1,1
2790,0,0,0,0,0
2791,0,0,0,1,1
2792,0,0,0,1,0
2793,1,0,0,0,0
2794,0,0,0,0,0
2795,0,0,1,0,1
2796,0,0,0,1,1
2797,0,0,0,1,0
2798,0,0,1,0,0
2799,0,0,1,1,0
2800,1,1,0,0,1
2801,0,0,0,1,0
2802,1,0,1,1,1
2803,0,0,0,0,0
2804,1,0,0,1,0
2805,0,0,0,1,0
2806,0,0,0,0,0
2807,1,0,0,1,0
2808,0,0,0,1,0
2809,1,1,1,1,1
2810,1,0,1,1,0
2811,1,0,1,1,1
2812,1,1,0,1,1
2813,1,1,1,1,1
2814,0,0,0,0,1
2815,0,0,0,1,1
2816,0,0,1,0,0
2817,0,0,0,1,0
2818,1,1,1,1,0
2819,1,0,0,1,0
2820,0,0,0,0,1
2821,1,1,1,1,0
2822,0,0,1,0,1
2823,0,0,0,1,0
2824,0,0,1,1,1
2825,1,1,1,1,1
2826,1,0,1,1,1
2827,0,0,1,0,1
2828,0,0,0,0,0
2829,1,0,1,0,0
2830,0,0,0,1,0
2831,0,1,0,0,0
2832,1,1,1,1,1
2833,1,0,1,1,1
2834,1,0,1,1,1
2835,1,0,1,0,1
2836,0,0,0,0,1
2837,0,0,1,0,1
2838,1,1,1,1,1
2839,0,0,0,0,0
2840,0,0,0,0,1
2841,0,0,0,1,0
2842,0,0,0,0,0
2843,0,0,1,1,1
2844,0,0,0,1,0
2845,0,0,0,0,1
2846,1,0,1,0,1
2847,0,0,0,0,0
2848,0,0,0,1,0
2849,1,1,1,0,1
2850,0,0,1,1,1
2851,0,0,0,0,0
2852,1,0,1,1,1
2853,1,0,1,1,1
2854,0,0,0,1,0
2855,1,1,1,1,1
2856,1,0,1,1,1
2857,0,0,1,0,1
2858,1,1,0,1,1
2859,0,0,1,0,1
2860,1,0,0,0,0
2861,0,0,1,0,0
2862,0,0,0,1,0
2863,0,0,1,0,1
2864,0,0,0,0,0
2865,1,1,1,1,1
2866,0,0,1,0,1
2867,0,0,0,1,1
2868,0,0,0,0,0
2869,0,0,0,0,0
2870,0,0,0,1,0
2871,1,0,1,1,0
2872,0,0,0,1,1
2873,0,0,1,1,0
2874,0,0,0,0,1
2875,0,0,0,0,0
2876,1,1,1,1,1
2877,0,0,0,0,0
2878,0,0,0,0,0
2879,0,0,0,0,1
2880,0,0,0,0,0
2881,0,0,0,1,0
2882,0,0,0,0,0
2883,0,0,1,1,1
2884,0,0,1,0,0
2885,0,0,0,0,0
2886,0,0,0,1,0
2887,0,0,0,0,0
2888,0,0,1,0,1
2889,0,0,0,0,1
2890,1,1,0,1,0
2891,0,0,0,1,0
2892,1,0,1,1,1
2893,0,0,0,1,0
2894,1,0,1,1,1
2895,0,0,0,1,0
2896,0,0,0,1,0
2897,0,0,1,1,0
2898,0,0,0,1,1
2899,0,0,0,1,0
2900,1,1,1,1,0
2901,0,0,0,1,0
2902,0,0,0,1,0
2903,0,0,0,1,0
2904,1,0,0,1,1
2905,0,0,0,0,0
2906,0,0,0,1,0
2907,0,0,0,0,0
2908,1,0,1,1,1
2909,1,1,1,1,1
2910,0,0,1,1,1
2911,1,0,1,1,1
2912,1,0,1,0,0
2913,0,0,0,1,0
2914,0,0,0,0,0
2915,0,1,1,1,1
2916,0,0,0,0,0
2917,0,0,1,1,1
2918,0,0,0,0,0
2919,0,0,0,1,0
2920,0,0,0,1,0
2921,0,0,0,0,1
2922,0,1,0,1,0
2923,1,1,0,1,1
2924,1,1,1,1,0
2925,0,0,0,0,0
2926,1,1,1,1,1
2927,1,1,0,1,0
2928,1,0,1,1,1
2929,1,0,1,1,1
2930,1,1,1,0,1
2931,1,0,1,1,1
2932,0,0,0,1,1
2933,0,0,0,0,0
2934,1,1,0,1,0
2935,0,0,0,1,0
2936,1,0,1,0,0
2937,0,0,0,0,0
2938,1,1,1,1,1
2939,1,0,0,1,0
2940,0,1,1,1,1
2941,0,0,0,1,0
2942,0,0,1,0,1
2943,1,1,1,0,1
2944,0,0,0,0,0
2945,1,1,0,1,0
2946,0,0,1,1,0
2947,0,0,1,1,1
2948,0,0,0,0,0
2949,0,0,0,0,0
2950,1,0,1,1,1
2951,0,0,0,1,1
2952,1,1,0,1,0
2953,0,0,1,1,1
2954,0,0,0,0,0
2955,1,0,1,1,1
2956,0,0,0,0,1
2957,1,1,0,0,0
2958,0,0,0,1,1
2959,1,0,1,1,1
2960,0,0,0,0,0
2961,0,0,1,0,0
2962,1,0,1,1,1
2963,0,0,1,0,0
2964,0,0,0,0,0
2965,1,0,1,1,0
2966,1,0,0,1,0
2967,0,0,1,0,1
2968,0,0,1,0,1
2969,1,1,1,1,1
2970,0,0,0,0,0
2971,0,0,0,0,0
2972,0,0,0,0,0
2973,0,0,0,1,0
2974,0,0,1,1,0
2975,0,0,0,0,1
2976,0,0,0,0,0
2977,1,0,1,1,0
2978,0,0,0,1,1
2979,1,0,1,1,1
2980,0,0,0,1,0
2981,0,0,0,1,0
2982,0,0,1,0,1
2983,0,0,0,0,0
2984,1,0,1,1,1
2985,0,0,1,0,0
2986,0,0,1,1,1
2987,1,0,0,1,1
2988,0,0,0,1,0
2989,0,0,1,1,0
2990,0,0,0,0,0
2991,0,0,1,1,1
2992,0,0,1,0,1
2993,1,0,1,1,1
2994,0,0,1,1,1
2995,1,1,0,1,0
2996,0,0,1,0,1
2997,0,0,0,0,0
2998,1,0,1,1,1
2999,0,0,1,0,1
3000,1,0,0,1,0
3001,1,0,1,1,1
3002,0,0,0,0,0
3003,0,0,0,1,0
3004,0,0,0,0,1
3005,1,1,1,1,1
3006,0,0,0,1,0
3007,1,0,1,1,1
3008,0,0,1,0,0
3009,1,0,0,1,1
3010,0,0,1,1,0
3011,0,0,0,1,0
3012,1,0,1,1,1
3013,0,0,0,0,1
3014,1,1,0,0,0
3015,0,0,0,0,0
3016,0,0,1,0,0
3017,0,0,1,0,1
3018,1,0,1,1,0
3019,0,0,0,0,0
3020,0,0,1,1,1
3021,1,0,0,0,0
3022,0,0,0,0,1
3023,1,1,1,1,1
3024,0,0,1,1,1
3025,0,0,1,0,1
3026,0,0,1,0,1
3027,1,1,1,1,1
3028,1,1,1,1,1
3029,0,0,0,0,0
3030,1,1,1,1,1
3031,0,0,0,0,0
3032,1,0,1,1,0
3033,0,0,0,0,0
3034,0,0,1,0,0
3035,0,0,0,0,0
3036,1,0,1,1,1
3037,1,0,1,1,0
3038,0,0,0,1,1
3039,0,0,0,1,0
3040,0,0,0,0,0
3041,0,0,0,0,0
3042,0,0,0,1,0
3043,0,0,0,0,0
3044,0,0,0,1,1
3045,0,0,0,0,0
3046,1,0,1,1,1
3047,0,0,1,0,0
3048,0,0,1,0,0
3049,1,0,1,1,1
3050,1,1,1,1,1
3051,0,0,0,1,0
3052,0,0,1,0,1
3053,0,0,1,1,1
3054,0,0,1,1,0
3055,0,0,0,0,0
3056,0,0,0,1,0
3057,0,0,0,1,0
3058,1,0,1,0,1
3059,0,0,0,0,0
3060,0,0,0,0,0
3061,0,0,0,0,1
3062,1,0,1,1,1
3063,0,0,0,0,0
3064,0,0,0,1,0
3065,0,0,0,0,0
3066,0,0,0,0,0
3067,1,0,1,1,1
3068,0,0,0,0,0
3069,0,0,0,0,0
3070,1,0,1,1,0
3071,1,1,1,0,1
3072,1,1,1,1,0
3073,0,0,1,0,1
3074,0,0,1,1,1
3075,0,0,1,1,1
3076,0,0,0,1,1
3077,0,0,0,1,1
3078,1,0,1,1,0
3079,1,0,1,1,1
3080,0,0,0,0,0
3081,0,0,0,0,0
3082,1,1,0,1,1
3083,0,0,0,1,0
3084,0,0,1,0,0
3085,0,0,0,1,0
3086,1,0,1,1,1
3087,0,0,0,1,0
3088,0,0,0,0,1
3089,0,1,0,1,0
3090,0,0,0,1,0
3091,1,1,1,1,1
3092,0,0,1,0,1
3093,0,0,1,1,0
3094,0,0,1,0,0
3095,0,0,0,0,0
3096,1,1,1,1,1
3097,1,0,0,0,0
3098,1,1,1,1,0
3099,0,0,0,0,0
3100,0,0,0,0,0
3101,1,0,1,1,0
3102,0,0,0,1,0
3103,0,0,0,0,0
3104,1,1,1,1,1
3105,0,0,0,0,1
3106,1,0,1,1,1
3107,0,0,1,1,1
3108,1,1,1,1,0
3109,0,0,1,1,0
3110,0,0,0,1,0
3111,1,0,1,0,1
3112,0,0,0,0,0
3113,0,0,0,0,0
3114,0,0,0,0,0
3115,1,0,1,0,0
3116,0,0,0,1,0
3117,0,0,0,1,1
3118,0,0,1,1,1
3119,0,0,1,0,1
3120,1,0,0,1,0
3121,0,0,1,0,1
3122,1,1,1,1,0
3123,0,0,0,0,0
3124,1,0,1,1,1
3125,0,1,0,1,0
3126,1,0,1,1,1
3127,1,0,1,1,1
3128,0,0,0,1,0
3129,1,0,0,1,0
3130,1,0,0,1,0
3131,1,1,1,1,1
3132,1,0,1,1,0
3133,0,0,0,1,0
3134,0,0,0,1,0
3135,0,0,1,0,1
3136,1,1,1,1,1
3137,1,0,1,1,1
3138,0,0,0,1,0
3139,0,0,0,0,0
3140,0,0,0,0,0
3141,0,1,1,0,1
3142,0,0,0,0,1
3143,1,0,0,1,1
3144,1,0,1,1,1
3145,1,0,0,1,0
3146,0,0,1,1,1
3147,1,0,1,1,1
3148,0,0,0,0,0
3149,1,0,1,0,0
3150,1,0,1,1,0
3151,1,0,0,0,0
3152,0,0,1,1,0
3153,0,0,0,1,0
3154,0,0,0,0,0
3155,1,0,1,1,0
3156,0,0,0,0,1
3157,0,0,0,0,0
3158,0,0,0,0,0
3159,1,0,0,1,1
3160,1,0,0,1,0
3161,0,0,0,1,1
3162,0,0,0,0,0
3163,1,0,1,0,1
3164,0,0,0,1,1
3165,0,0,0,0,1
3166,0,0,0,0,0
3167,1,0,0,1,1
3168,0,0,1,1,1
3169,0,1,0,0,0
3170,0,0,0,0,0
3171,1,1,1,1,1
3172,0,0,0,1,0
3173,0,0,0,1,1
3174,0,0,0,0,0
3175,0,0,1,1,1
3176,0,0,0,0,0
3177,1,0,1,0,1
3178,0,0,0,1,1
3179,0,0,1,1,0
3180,0,0,0,0,0
3181,0,0,0,0,0
3182,0,0,1,1,1
3183,1,0,1,1,1
3184,0,0,0,0,0
3185,0,0,0,0,1
3186,0,0,0,0,0
3187,0,0,0,1,0
3188,0,0,0,0,0
3189,1,0,1,1,1
3190,0,0,0,0,0
3191,0,0,0,0,0
3192,0,0,0,0,0
3193,1,1,1,1,1
3194,1,1,1,1,1
3195,0,0,0,0,0
3196,0,0,0,1,0
3197,1,0,1,1,0
3198,1,1,1,1,1
3199,0,0,0,0,0
3200,0,0,0,1,0
3201,0,0,0,0,0
3202,1,0,1,1,1
3203,0,0,0,0,0
3204,1,1,0,1,0
3205,1,0,0,1,1
3206,0,0,0,0,0
3207,0,0,0,1,0
3208,0,0,0,0,1
3209,0,0,1,1,1
3210,1,1,0,1,0
3211,0,0,0,0,0
3212,1,1,1,1,0
3213,0,0,1,1,1
3214,0,0,0,0,0
3215,0,0,0,1,0
3216,1,1,1,1,1
3217,1,0,1,1,1
3218,0,0,0,1,0
3219,1,1,1,1,1
3220,1,0,1,0,1
3221,0,0,1,0,1
3222,1,1,1,1,1
3223,0,0,1,0,0
3224,0,0,0,0,0
3225,0,0,0,0,0
3226,0,0,0,0,0
3227,0,0,0,1,1
3228,1,0,0,1,1
3229,1,1,1,1,1
3230,1,0,1,1,0
3231,0,0,1,0,1
3232,0,0,1,1,1
3233,0,0,0,0,1
3234,0,0,0,1,1
3235,0,0,0,0,0
3236,0,0,1,1,1
3237,0,0,0,0,0
3238,1,1,1,1,1
3239,0,0,0,0,0
3240,0,0,0,0,0
3241,0,0,0,0,0
3242,1,1,1,1,1
3243,0,0,0,1,0
3244,1,0,1,1,1
3245,1,1,1,1,1
3246,0,0,0,0,0
3247,0,0,1,1,1
3248,0,0,1,1,0
3249,0,0,0,0,0
3250,1,1,1,1,1
3251,1,0,1,1,1
3252,0,0,0,1,1
3253,1,0,0,1,1
3254,0,0,0,0,0
3255,0,0,0,1,1
3256,0,0,0,1,0
3257,0,0,1,0,0
3258,0,0,1,0,1
3259,0,0,0,0,1
3260,1,1,0,1,1
3261,0,0,0,1,1
3262,1,1,1,1,1
3263,0,0,1,0,0
3264,1,1,1,1,1
3265,0,0,0,1,0
3266,1,0,1,1,1
3267,0,0,0,1,1
3268,0,1,0,0,1
3269,1,0,0,1,1
3270,0,0,0,0,0
3271,0,0,0,0,0
3272,0,0,0,0,1
3273,0,0,1,1,1
3274,1,0,1,1,1
3275,0,0,0,1,0
3276,0,0,0,1,0
3277,0,0,0,1,0
3278,1,0,0,1,1
3279,1,0,1,1,1
3280,0,0,1,1,0
3281,0,0,0,1,0
3282,0,0,1,0,0
3283,1,0,1,1,1
3284,0,0,0,1,0
3285,0,0,0,0,0
3286,1,1,0,1,0
3287,0,0,0,1,0
3288,1,0,1,1,1
3289,0,0,1,1,0
3290,0,0,0,0,0
3291,1,0,1,1,1
3292,1,0,1,0,1
3293,0,0,0,0,1
3294,1,0,0,1,1
3295,0,0,0,0,1
3296,1,0,0,0,1
3297,0,0,0,0,0
3298,1,1,1,1,1
3299,0,0,1,0,1
