sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
1,37,1,0,0,0,0,0,212,1
0,28,1,0,0,0,0,0,3,1
1,20,0,1,0,1,1,0,5,1
1,31,0,0,0,0,0,0,87,0
0,38,0,0,0,0,14,0,3,1
1,33,0,0,0,0,0,0,4,1
1,27,0,0,0,0,3,0,12,1
1,25,1,0,0,0,2,1,58,1
0,42,0,0,0,0,2,0,89,0
1,22,0,0,0,0,3,0,31,1
1,21,5,0,0,0,0,0,135,0
1,57,1,0,0,0,15,0,5,0
1,45,1,0,0,0,1,0,86,1
0,21,0,0,0,0,1,1,83,1
1,52,1,0,0,0,2,1,205,0
1,29,1,0,0,0,0,1,6,0
0,37,0,0,0,0,0,1,213,0
1,34,1,0,0,1,0,0,1,0
1,53,0,0,0,0,0,1,6,1
0,30,0,0,0,0,8,0,86,1
1,35,2,0,0,0,0,1,125,0
1,28,1,0,0,0,1,0,72,0
1,21,0,0,0,0,1,0,214,0
1,22,0,0,0,0,1,0,4,0
1,42,1,0,0,0,1,1,6,1
1,26,0,0,0,0,3,0,4,1
1,54,0,0,0,0,9,1,5,0
1,39,5,0,0,0,1,0,10,1
1,30,0,2,0,0,20,0,2,1
0,26,0,0,0,0,1,0,12,1
1,41,0,0,0,0,0,1,63,0
1,23,1,1,0,1,5,1,29,1
1,43,1,0,0,0,1,0,46,1
1,22,0,0,0,0,0,1,19,1
1,42,2,0,0,0,3,1,33,0
0,27,1,0,0,0,6,0,12,1
0,42,0,0,0,0,2,1,5,0
1,25,0,0,0,0,8,0,12,1
1,49,0,0,0,0,4,1,6,0
1,26,0,1,0,0,7,0,5,1
1,52,1,0,0,0,1,0,11,0
0,60,1,0,0,0,2,0,82,0
0,23,0,0,0,0,0,1,6,0
1,30,0,0,0,0,2,1,33,0
1,48,0,0,0,0,9,0,5,1
1,32,0,0,0,0,2,0,13,1
1,28,2,0,0,1,3,0,46,1
1,24,0,0,0,0,5,0,11,1
0,26,0,0,0,0,3,0,129,1
1,22,0,0,0,0,3,0,5,1
1,44,0,0,0,0,2,0,11,0
1,32,1,0,0,0,3,0,2,0
0,27,0,0,0,0,1,1,6,0
1,52,0,0,0,0,15,1,68,1
1,61,1,0,0,0,3,1,6,1
1,69,0,0,0,0,3,1,6,0
1,51,5,0,0,0,2,0,12,0
0,21,1,0,0,0,1,0,12,0
1,31,1,1,0,0,2,1,27,1
1,19,0,0,2,0,3,0,12,1
1,24,0,0,5,0,12,1,5,1
1,24,1,0,0,0,3,0,12,1
1,57,2,0,0,0,3,0,13,0
1,30,1,0,0,0,6,0,5,0
1,43,0,0,0,0,4,0,215,1
1,24,0,0,0,1,4,0,12,0
0,30,1,0,0,0,7,1,5,0
1,25,0,0,0,0,5,0,178,1
0,56,1,0,0,0,1,0,116,0
1,21,0,0,0,0,1,0,5,0
1,31,0,3,0,0,6,0,101,1
0,23,0,0,0,0,1,0,5,0
1,30,0,1,0,2,15,0,74,1
1,42,5,0,0,0,1,1,32,0
1,64,1,0,0,0,0,0,167,0
0,21,1,0,0,0,0,0,12,1
1,36,0,0,0,0,5,0,5,0
0,50,0,0,0,0,1,0,5,0
1,23,0,0,0,0,0,1,6,1
1,28,3,0,0,0,2,0,10,0
0,25,1,0,0,0,5,0,49,0
0,47,0,0,0,0,1,0,72,0
1,28,0,0,0,1,7,0,5,1
1,53,2,0,0,0,4,0,5,0
1,54,1,0,0,0,14,1,6,1
1,37,5,0,0,0,6,1,6,0
1,25,1,0,0,1,5,1,5,1
1,63,1,0,0,0,0,1,6,1
1,35,0,0,0,0,2,1,63,0
1,20,0,9,0,0,9,0,5,1
1,26,2,0,0,0,0,1,6,1
1,32,0,0,0,0,2,0,5,0
1,25,0,0,0,0,8,1,6,1
1,33,1,0,0,0,0,1,6,0
1,29,0,0,0,0,7,0,5,0
1,27,2,0,0,0,2,1,27,0
1,37,0,1,0,1,12,1,60,1
0,20,1,0,2,1,3,1,6,1
1,32,0,0,0,0,1,0,21,1
1,72,1,0,0,0,1,1,68,0
1,38,1,0,0,0,0,0,3,0
1,40,1,0,0,0,0,0,3,0
1,23,1,0,0,0,0,0,95,0
1,21,1,0,0,0,5,0,62,1
1,27,1,0,0,0,4,0,10,1
1,55,1,0,0,0,13,0,3,1
1,23,0,0,3,0,5,0,42,1
0,41,1,0,0,0,0,1,6,0
1,56,1,0,0,0,1,1,6,0
1,55,1,0,0,0,11,1,5,0
0,23,2,0,0,0,0,0,3,1
1,28,0,0,0,0,3,0,10,0
1,31,5,0,0,0,2,0,5,1
1,56,0,0,0,0,3,1,59,0
1,53,1,0,0,0,0,1,6,0
1,27,0,0,0,0,6,0,16,1
1,22,1,0,0,0,0,0,12,1
0,22,0,0,0,1,0,0,12,1
1,33,0,0,0,0,7,1,93,1
1,34,0,0,0,0,15,0,5,0
1,22,2,0,0,0,0,1,6,1
1,32,0,0,0,0,12,0,3,0
1,47,0,4,0,1,14,0,12,1
1,24,4,0,0,0,0,1,32,0
1,25,0,0,4,4,14,0,87,1
1,56,1,0,0,0,0,0,46,0
1,36,2,0,0,0,1,0,115,1
1,28,0,0,0,0,4,0,45,1
1,20,0,2,0,0,2,0,12,1
1,59,2,0,0,0,0,1,32,0
0,27,1,0,0,0,1,0,5,1
0,29,0,0,0,0,11,0,3,0
1,72,1,0,0,0,3,0,5,0
0,24,0,0,0,0,2,1,63,1
1,45,0,0,0,0,3,0,135,0
1,30,0,0,0,0,7,1,63,1
1,45,0,0,0,0,0,1,6,0
1,47,1,0,0,0,0,1,6,0
1,24,0,0,0,0,0,0,216,1
1,20,0,0,0,0,0,1,6,1
1,51,1,0,0,0,6,0,5,1
1,34,0,0,0,0,2,1,217,0
1,22,2,0,0,0,2,0,5,0
0,49,1,0,0,0,2,1,93,1
1,41,1,0,0,0,5,0,11,0
1,49,1,0,0,0,1,0,101,0
1,26,2,0,0,0,0,1,6,0
0,34,1,0,0,0,2,0,31,1
0,28,0,0,0,0,0,1,6,0
1,33,1,0,0,0,2,1,33,0
1,46,0,0,0,0,0,0,13,0
1,21,0,0,0,0,0,1,218,0
1,26,0,0,1,3,14,0,21,1
0,28,2,0,0,0,2,1,5,0
1,48,2,0,0,0,1,0,5,1
1,58,0,0,0,0,24,0,66,1
1,29,5,0,0,0,0,0,21,0
0,20,0,0,0,3,2,0,5,1
1,28,0,0,0,0,0,1,27,1
1,21,1,0,0,0,0,0,12,1
1,26,5,0,0,0,0,0,42,0
1,34,0,0,0,0,3,1,5,0
1,32,0,2,0,0,15,0,13,1
1,38,0,0,0,1,10,0,88,1
1,22,0,0,0,0,0,0,74,0
1,42,1,0,0,0,2,0,3,1
0,57,1,0,0,0,0,1,132,0
0,56,1,0,0,0,1,0,101,0
1,32,2,0,0,0,2,1,93,1
1,30,0,0,2,2,11,0,219,0
1,29,0,0,0,0,2,1,33,0
1,46,0,0,0,1,15,0,13,1
1,36,0,2,0,0,5,0,220,0
0,24,0,0,0,0,0,0,221,0
0,70,0,0,0,0,1,0,5,0
1,21,2,0,0,0,0,0,10,1
0,45,1,0,0,0,1,1,6,0
0,33,2,0,0,0,2,1,93,0
0,39,0,0,1,0,6,0,12,0
1,25,1,0,1,0,6,0,5,0
1,48,2,0,0,0,1,1,32,0
0,32,1,0,0,0,1,1,32,1
1,46,1,0,0,0,0,0,212,0
1,28,1,0,0,0,0,1,6,1
1,32,1,0,0,0,1,1,32,0
1,27,0,0,0,0,1,0,12,0
1,43,1,0,0,0,11,0,116,1
1,56,1,0,0,0,5,0,5,1
1,30,0,0,0,0,9,0,3,1
1,35,0,0,4,17,12,0,44,0
1,29,1,0,0,0,1,0,3,0
1,54,0,0,0,0,8,0,3,1
0,20,1,0,0,0,0,0,3,0
1,29,0,0,0,0,0,0,46,0
1,28,5,0,0,0,3,0,5,0
1,67,4,0,0,0,0,1,6,0
0,46,0,0,0,0,1,1,33,0
1,25,5,0,0,0,0,0,75,0
1,24,0,0,2,1,8,0,5,1
1,29,5,0,0,0,3,0,31,0
1,45,0,0,0,0,2,1,222,0
1,31,0,0,0,0,5,0,5,1
1,23,1,0,0,0,0,0,52,1
1,21,0,0,0,0,0,0,12,1
1,61,1,0,0,0,0,1,68,0
0,51,1,0,0,0,5,1,6,1
1,32,5,0,0,0,1,0,179,0
1,43,1,0,0,0,9,0,223,0
1,32,5,0,0,0,0,1,6,0
1,36,0,0,0,0,0,0,11,0
1,58,1,0,0,0,3,0,66,1
1,32,0,0,0,0,1,1,132,0
1,57,0,0,0,0,12,0,3,0
1,37,0,0,0,0,2,0,49,0
1,44,0,0,0,0,6,0,5,0
1,51,0,0,0,0,8,0,5,0
1,45,2,0,0,0,4,0,224,0
1,28,1,0,0,2,9,1,59,0
1,45,0,0,0,0,8,0,5,1
1,48,5,0,0,0,1,0,5,0
1,26,0,0,1,1,13,0,13,1
1,34,1,1,0,0,9,0,225,1
1,25,0,0,0,0,0,0,82,0
1,31,0,0,0,0,8,1,6,1
1,43,0,0,0,0,1,0,5,0
1,30,0,0,0,0,0,1,6,0
1,50,1,0,0,0,0,1,68,0
0,31,0,0,0,0,2,0,87,0
0,33,1,0,0,0,7,1,6,0
1,32,0,0,0,0,1,0,53,1
0,46,1,0,0,0,0,1,6,1
1,22,2,0,0,0,0,0,112,0
1,37,0,0,0,0,8,0,11,1
0,32,1,0,0,0,6,0,5,1
0,23,0,0,0,0,2,0,12,1
1,21,1,0,0,0,0,0,21,0
1,22,5,0,0,0,1,0,12,0
1,52,5,0,0,0,2,0,5,0
1,49,1,0,0,0,2,1,6,0
1,55,1,0,0,0,3,0,3,1
1,22,0,0,0,0,0,0,31,0
1,45,2,0,0,0,0,0,87,0
0,31,0,0,0,0,7,0,11,1
1,22,1,0,0,1,0,1,59,1
1,28,0,0,0,0,5,1,27,0
1,21,0,0,0,0,1,0,12,1
1,37,2,0,0,1,2,1,109,0
1,30,0,0,2,0,21,0,5,1
1,22,0,0,0,1,13,0,226,1
1,35,0,0,1,0,23,0,62,1
1,28,0,2,1,0,11,0,80,0
1,24,0,0,0,0,1,0,13,0
1,44,0,0,0,0,9,0,5,0
1,25,2,0,0,4,5,0,5,0
1,32,0,1,3,0,24,0,13,1
1,29,0,0,0,0,5,0,135,1
0,24,0,0,0,0,1,0,12,0
1,57,0,0,0,0,19,0,11,0
1,21,5,0,0,0,0,1,92,0
1,28,1,0,0,0,0,0,227,0
1,51,1,0,0,0,0,1,6,0
1,34,0,0,0,0,6,0,3,1
1,26,0,0,0,0,0,1,40,1
1,20,0,0,0,3,0,0,228,1
1,25,0,0,1,0,6,1,5,0
1,19,1,0,0,0,0,1,6,1
1,49,1,0,0,0,1,0,5,1
1,57,0,0,0,0,27,1,5,0
0,27,0,0,0,0,0,1,6,0
1,66,1,0,0,0,1,1,5,0
0,25,0,0,0,0,4,1,5,1
1,21,1,0,0,0,0,0,5,0
1,45,1,0,0,0,1,0,3,0
1,38,0,0,0,0,6,0,131,1
1,37,0,2,3,0,24,0,89,0
1,44,1,0,0,0,13,0,112,1
1,64,0,0,0,0,0,0,12,0
1,30,0,0,0,0,1,0,48,1
1,61,0,0,0,0,1,1,5,0
1,33,1,0,0,0,0,0,13,0
0,49,1,0,0,0,8,0,5,0
1,23,0,0,0,0,0,0,22,0
1,33,0,0,0,0,14,0,101,0
1,21,1,0,0,0,0,0,229,1
0,30,1,0,0,0,2,0,74,1
1,26,2,0,0,1,7,1,6,0
1,35,5,0,0,0,3,1,6,1
1,27,0,0,0,1,2,1,27,0
1,38,1,0,0,0,1,1,6,0
1,48,0,0,0,0,14,0,5,1
1,26,1,0,0,0,0,1,6,0
1,24,0,0,1,0,4,0,3,1
0,28,0,0,0,0,2,0,49,1
0,44,1,0,0,0,4,0,3,1
1,23,1,0,0,1,2,0,230,0
0,34,1,0,0,0,1,0,5,1
1,20,1,0,1,0,1,0,95,1
1,63,5,0,0,0,23,0,66,1
0,36,0,0,0,0,0,1,32,0
1,58,1,0,0,0,1,0,5,0
1,25,0,0,0,0,7,0,5,1
1,46,1,0,0,0,5,1,5,0
0,35,1,0,0,0,4,0,2,0
1,23,0,0,0,0,3,0,74,0
1,40,1,0,0,0,1,0,100,0
1,31,2,0,0,0,3,0,107,0
0,34,2,0,0,0,5,0,178,0
1,23,0,0,0,0,3,1,93,1
1,27,1,0,0,0,0,1,123,1
0,26,0,0,0,0,3,0,89,0
1,49,0,0,0,0,1,0,46,0
0,47,2,0,0,0,0,1,6,0
0,45,3,0,0,0,1,1,5,0
1,47,0,0,0,0,6,0,23,0
1,34,0,0,0,0,7,0,4,1
1,45,2,0,0,0,1,1,93,0
1,27,0,0,0,0,10,0,5,0
0,52,1,0,0,0,0,1,6,0
1,26,0,0,0,0,0,1,25,1
1,25,0,0,0,1,9,0,13,0
1,51,0,0,0,0,1,0,5,0
0,29,0,0,0,0,1,1,231,0
1,39,0,0,0,0,1,0,5,0
1,46,1,0,0,0,0,0,232,0
1,28,1,0,0,0,6,0,12,0
1,57,0,0,0,0,0,0,46,0
1,23,2,0,0,0,2,0,233,0
1,34,0,0,0,0,27,0,66,1
1,27,0,0,0,0,3,0,5,0
1,25,0,0,0,1,7,1,29,1
1,31,1,0,0,0,1,0,12,1
1,37,0,0,0,0,8,0,74,0
1,51,0,0,0,0,0,0,3,1
1,51,2,0,0,0,3,1,132,0
1,28,0,0,1,0,8,0,101,0
1,56,1,0,0,0,4,0,3,0
1,45,0,0,0,0,15,0,135,1
1,26,1,0,0,0,7,0,119,1
1,33,1,0,0,0,7,0,46,1
1,23,1,0,0,3,0,1,6,0
1,31,0,0,0,0,0,1,234,0
1,31,5,0,0,0,0,1,6,0
1,19,2,1,0,0,1,0,5,0
1,32,1,0,0,0,0,0,181,0
1,30,1,0,0,0,1,1,68,1
0,48,2,0,0,0,9,0,5,0
1,66,1,0,0,0,1,0,5,0
0,40,0,0,0,0,0,0,67,0
1,59,0,0,0,0,4,1,6,0
1,25,0,0,0,0,5,0,5,0
1,27,0,0,0,0,3,1,122,0
1,22,0,0,0,0,0,0,12,0
1,58,1,0,0,0,1,0,149,0
1,49,0,0,0,0,1,1,6,0
1,29,1,0,0,0,2,0,12,0
0,44,1,0,0,0,11,0,2,1
1,24,0,0,0,0,2,0,74,0
1,27,0,0,0,0,0,0,52,1
0,34,0,0,0,0,5,0,101,1
1,24,1,0,0,0,0,0,49,0
0,35,1,0,1,0,3,0,82,0
1,65,1,0,0,0,4,1,6,0
1,29,0,0,2,1,7,0,12,1
1,30,0,1,0,0,5,0,72,1
1,23,0,0,1,1,1,0,7,0
1,32,1,0,0,0,2,0,14,1
1,22,1,0,0,0,2,0,5,0
1,21,0,0,0,0,0,1,6,0
0,43,1,0,0,0,0,1,6,0
1,29,0,0,0,0,0,0,235,0
1,43,0,0,0,0,1,0,104,0
1,25,0,0,0,0,1,0,5,0
1,47,1,0,0,0,0,1,6,0
0,21,0,0,0,0,0,0,12,0
0,25,0,0,0,0,1,1,132,0
1,54,1,0,0,0,0,1,6,0
1,34,0,0,0,1,3,0,236,1
0,28,0,0,0,0,2,1,6,0
0,53,1,0,0,0,4,0,55,1
1,54,0,0,0,0,0,1,237,0
1,37,2,0,0,0,3,0,5,1
1,34,0,0,0,0,2,0,11,0
1,50,2,0,0,0,11,1,238,0
0,60,1,0,0,0,0,0,15,1
1,22,0,0,0,0,0,0,12,0
1,51,0,0,0,0,3,0,11,0
1,29,0,0,0,0,0,0,46,1
0,28,0,0,0,0,1,0,31,0
1,36,1,0,0,0,6,0,12,0
1,28,0,0,0,1,5,1,5,0
1,33,1,0,0,0,0,0,87,1
1,43,1,0,0,0,4,1,6,0
1,45,2,0,0,0,1,1,6,0
1,32,1,0,0,0,5,0,101,1
0,35,0,0,0,0,0,0,3,1
1,23,0,0,0,0,1,0,221,1
1,41,2,0,0,0,1,1,82,0
1,25,5,20,0,0,24,0,5,1
1,35,2,0,1,0,12,0,52,0
1,25,0,0,0,0,4,0,57,1
1,69,1,0,0,0,6,0,13,1
1,24,4,0,0,0,0,1,6,0
1,21,0,0,0,0,3,0,87,1
1,28,2,0,0,0,0,0,12,0
1,47,0,0,0,0,23,0,26,1
1,59,5,0,0,0,1,0,49,0
1,29,0,0,1,0,13,0,62,1
1,36,1,0,0,0,14,0,12,1
1,26,0,0,0,0,9,0,118,1
1,31,5,0,0,0,0,1,93,0
1,32,0,0,0,0,8,0,12,1
0,27,1,0,0,0,3,0,5,1
1,28,1,0,0,0,0,0,71,0
1,48,1,0,0,0,1,1,68,1
1,23,1,0,0,0,2,0,5,1
1,44,1,0,0,0,0,1,6,0
1,42,0,0,0,0,7,1,33,0
1,39,0,0,0,0,5,0,12,0
0,46,2,0,0,0,2,0,12,0
1,55,1,0,0,0,0,1,6,0
1,27,0,0,0,0,5,0,119,1
0,31,1,0,0,0,0,1,6,0
1,25,0,0,0,0,0,0,36,0
1,32,1,0,0,2,6,1,239,0
1,36,0,0,0,0,2,0,13,0
1,21,0,0,0,0,3,0,5,1
1,39,1,0,0,0,2,1,68,0
0,26,0,0,0,0,0,1,6,0
1,28,0,0,0,0,8,0,12,1
1,67,1,0,0,0,2,1,239,1
0,22,5,0,0,0,0,0,82,0
1,37,1,0,0,0,3,1,68,0
1,23,0,0,0,0,2,1,81,1
0,49,0,0,0,0,14,1,6,1
1,32,1,0,0,0,9,1,240,1
1,41,1,0,0,0,9,1,6,0
1,25,0,0,0,0,1,1,6,0
0,57,1,0,0,0,3,0,15,0
1,58,1,0,0,0,0,1,6,0
1,44,0,2,0,0,19,1,6,1
1,28,0,0,0,0,1,0,56,0
0,39,0,0,0,0,0,0,12,1
1,54,1,0,0,0,0,0,76,0
1,21,2,0,0,0,0,1,6,1
1,43,1,0,0,0,0,1,84,0
1,31,0,0,0,0,5,1,6,0
1,30,0,4,1,0,11,0,21,0
1,27,1,0,1,3,4,1,6,1
1,28,0,0,0,0,0,1,6,1
1,24,0,0,0,0,0,1,37,0
1,43,1,0,0,0,0,1,19,0
1,44,0,0,0,0,10,1,68,1
1,51,0,0,0,0,4,0,5,0
1,24,2,0,0,0,11,0,241,1
1,31,0,0,0,0,1,0,242,0
1,23,0,0,0,0,0,0,21,0
1,26,0,2,1,0,8,1,92,1
1,36,1,0,0,0,5,1,29,1
1,27,1,0,0,0,1,0,5,0
1,24,0,0,0,0,0,0,243,1
1,66,1,0,0,0,0,1,6,0
0,36,1,0,0,1,3,0,3,0
1,53,2,0,0,0,9,0,66,1
1,23,1,0,0,0,1,0,3,1
0,22,0,0,0,0,0,1,6,1
1,25,2,0,0,1,1,0,112,0
1,56,0,0,0,0,4,0,3,0
1,29,3,0,0,0,1,0,3,0
1,29,1,0,0,0,10,0,5,1
1,51,4,0,0,0,1,0,5,1
0,58,0,0,0,0,3,1,5,0
1,24,1,0,1,2,3,1,32,0
1,22,0,0,0,0,0,0,244,1
1,39,1,0,0,0,0,1,6,0
1,20,2,0,0,0,3,0,21,1
1,46,1,0,0,0,10,0,5,1
1,38,1,0,0,0,1,0,16,1
1,23,1,0,0,0,0,1,133,1
1,39,5,0,0,0,6,0,74,0
1,25,0,0,0,0,0,0,148,0
1,31,0,0,0,0,19,0,13,1
0,25,0,0,0,0,1,1,6,1
1,26,0,0,0,0,6,0,5,0
1,25,0,0,0,1,2,0,7,0
1,37,1,0,0,0,11,0,13,1
1,36,0,0,0,0,0,0,12,0
1,26,0,0,0,0,1,0,21,1
1,21,5,0,2,0,3,0,12,1
1,35,0,0,0,0,7,0,101,1
1,22,0,0,0,0,2,0,57,1
1,25,1,0,0,0,0,0,115,0
1,24,1,0,0,0,0,1,176,0
1,36,2,0,0,0,0,1,25,0
1,24,0,0,0,0,2,1,19,1
1,21,0,0,0,1,0,0,12,1
1,32,1,2,0,1,15,0,3,1
1,33,0,0,0,0,2,1,6,1
1,33,0,0,0,0,10,0,3,1
0,23,0,0,0,0,4,1,5,1
1,29,1,0,0,0,0,1,84,0
1,50,1,0,0,0,8,0,245,0
1,32,1,0,0,0,5,0,5,1
1,33,0,0,0,0,14,0,13,1
1,37,0,0,1,0,13,0,76,1
1,27,0,0,0,0,9,0,74,1
1,27,0,0,0,0,0,1,6,0
0,52,0,0,0,0,21,0,66,1
1,21,2,0,0,0,1,1,27,1
1,58,0,0,0,0,1,0,5,0
1,27,0,0,0,0,4,0,71,0
1,28,0,0,0,0,5,0,181,1
1,28,1,0,0,0,1,0,3,1
0,31,1,0,0,0,0,1,6,0
1,30,1,0,1,0,11,0,5,1
1,24,0,0,0,0,3,1,5,0
1,26,0,0,0,0,6,0,4,1
1,43,1,0,0,0,0,1,246,0
1,31,0,0,0,1,2,0,57,1
1,22,0,0,0,0,3,0,221,1
1,23,0,0,0,0,0,0,74,0
1,42,1,0,0,0,0,1,68,0
1,34,0,0,0,0,0,1,5,1
1,30,0,0,3,0,18,1,6,0
1,29,0,0,0,0,1,0,91,0
1,38,1,0,0,0,2,0,5,1
1,26,1,0,0,1,3,1,134,0
0,25,2,0,0,0,4,0,5,1
1,51,0,0,0,0,5,1,33,0
1,36,5,0,0,0,0,1,6,0
1,62,2,0,0,0,0,1,6,0
1,23,0,0,0,0,0,0,87,1
1,34,0,0,0,0,7,0,5,1
1,35,0,0,0,0,1,1,247,0
1,22,1,0,0,0,0,0,10,0
1,29,0,0,0,0,10,1,63,1
1,40,0,0,0,0,0,0,232,0
1,36,0,0,0,0,2,0,3,0
1,26,0,0,0,0,8,0,5,1
1,25,0,0,0,0,1,0,42,1
1,69,1,0,0,0,0,1,32,0
1,27,0,0,1,0,1,0,12,0
1,20,1,0,0,0,0,0,12,1
1,27,0,0,0,0,1,0,108,0
0,24,0,0,0,0,6,1,5,0
1,42,1,0,0,0,0,0,1,0
1,25,1,0,0,0,1,0,95,0
1,46,1,0,0,0,1,0,5,1
1,25,0,0,0,0,0,0,31,0
1,22,0,0,0,0,0,0,21,0
1,21,1,0,0,0,0,0,42,0
1,30,0,0,0,0,1,1,6,0
1,46,1,0,0,0,9,1,6,0
1,26,0,0,0,0,2,1,6,0
1,33,0,0,0,0,0,0,5,1
1,40,0,0,0,0,1,1,6,0
1,34,1,0,0,0,0,0,3,0
1,22,1,0,0,0,1,0,12,1
1,28,2,0,0,0,3,1,5,0
1,31,0,0,0,0,4,1,63,1
1,59,1,0,0,0,3,1,68,1
1,37,3,0,0,0,0,0,248,0
1,50,0,0,0,0,0,0,41,0
0,21,5,0,0,0,2,0,129,1
1,57,0,0,0,0,8,0,2,1
1,31,0,0,0,0,5,1,63,0
0,51,0,0,0,0,1,1,6,0
1,44,0,0,0,0,9,0,12,0
1,48,0,0,0,0,5,0,3,1
0,25,1,0,0,0,0,0,12,0
1,51,0,0,0,0,5,1,5,0
1,50,1,0,0,0,0,0,5,1
1,57,1,0,0,0,2,0,5,0
1,55,1,0,0,0,0,1,166,0
1,59,0,0,0,0,4,0,3,1
0,42,0,0,0,0,0,0,82,0
1,20,2,2,0,0,2,0,5,1
1,58,0,0,0,0,16,0,66,0
1,21,5,0,0,0,0,0,249,0
1,32,0,0,0,0,21,0,66,1
0,24,2,0,0,0,0,1,6,0
1,42,0,0,0,0,1,0,22,0
1,29,0,0,0,0,8,0,5,1
1,21,0,0,0,0,1,0,5,0
1,31,1,0,0,0,1,1,32,1
1,56,2,0,0,0,8,1,33,0
1,58,1,0,0,0,0,1,174,0
1,22,0,0,0,1,1,0,21,1
1,46,1,0,0,0,1,1,6,1
1,50,1,0,0,0,0,1,6,1
1,46,0,0,0,0,2,0,12,0
0,44,0,0,1,0,11,0,3,1
1,35,0,0,0,0,4,1,6,0
1,30,0,0,1,0,14,0,87,1
1,42,0,0,0,0,2,0,3,0
1,46,0,0,0,0,5,0,87,1
1,42,0,0,0,0,0,0,62,1
1,37,0,0,0,0,12,0,5,0
1,29,1,0,0,0,7,0,41,1
1,32,0,0,0,1,8,0,41,0
1,31,5,0,0,0,5,0,12,0
0,33,0,0,0,0,1,1,6,0
1,25,1,0,0,0,4,0,86,0
0,33,0,0,0,0,0,1,6,0
1,21,2,0,0,0,1,0,5,0
0,64,1,0,0,0,7,1,163,0
1,35,1,0,0,0,1,0,3,1
1,56,0,0,0,0,1,0,5,0
1,38,1,0,0,0,0,1,6,1
0,40,0,0,0,0,4,1,5,0
1,34,0,0,0,0,3,0,5,0
1,28,0,0,0,1,4,0,12,0
1,51,0,0,0,0,0,1,6,0
1,35,0,0,0,0,2,1,6,0
1,61,0,0,0,0,5,0,3,0
1,25,0,0,0,0,0,0,182,0
1,25,0,0,0,0,4,0,11,1
1,26,0,0,0,0,0,1,59,0
1,42,1,0,0,0,1,1,6,0
0,25,0,0,0,0,1,0,12,0
1,26,0,0,1,0,13,1,33,1
1,31,0,0,0,0,9,0,203,0
1,35,1,0,0,1,1,0,3,0
0,41,0,0,0,0,4,0,5,1
1,34,1,0,0,0,0,0,18,0
1,46,1,0,0,0,5,1,5,0
0,33,1,0,0,0,1,1,6,0
1,30,0,0,0,1,3,0,20,0
0,50,0,0,0,0,7,1,6,0
1,21,0,0,0,0,0,0,244,0
1,31,2,0,0,0,16,0,95,1
1,31,0,0,0,0,2,0,9,1
0,23,0,0,0,0,0,1,6,0
1,25,0,0,0,0,1,0,95,0
0,24,1,0,0,0,1,0,5,0
1,31,0,0,0,0,13,1,27,1
1,60,0,0,0,0,0,0,12,0
1,30,0,0,0,0,2,0,5,0
0,32,5,0,0,0,0,1,6,0
1,46,1,0,0,0,0,1,68,0
1,21,1,0,0,1,0,1,6,1
1,28,0,4,0,0,6,1,60,0
1,35,0,0,0,0,0,0,21,0
1,34,2,0,0,0,2,0,250,1
1,41,4,0,0,0,2,0,66,1
0,40,0,0,0,0,7,1,213,0
1,23,0,0,0,0,1,0,12,1
1,23,0,0,0,0,3,0,12,1
1,28,0,0,0,0,2,1,58,0
1,21,2,0,0,0,0,0,49,1
1,46,1,0,0,1,2,1,27,0
1,56,0,0,0,0,1,0,5,0
1,41,0,0,0,0,19,0,13,0
1,40,2,0,0,0,8,0,3,1
1,30,2,0,0,0,5,0,5,1
1,24,0,0,0,0,1,1,6,1
1,25,0,0,0,1,7,0,135,0
0,33,1,0,0,0,0,1,6,0
1,48,1,0,0,0,2,1,5,0
1,33,0,0,0,0,11,0,9,1
1,25,2,0,0,0,0,0,55,0
1,25,1,0,0,0,6,0,53,1
1,58,0,0,0,0,38,0,66,1
1,30,0,0,1,1,7,0,251,1
1,37,2,0,0,0,0,0,107,1
0,43,1,0,0,0,7,0,76,0
1,32,1,0,0,0,0,0,13,0
1,33,5,0,0,0,3,0,5,0
1,39,5,0,1,0,4,0,62,1
1,49,1,0,0,0,4,0,1,0
1,24,1,0,0,0,0,0,252,0
1,26,0,0,0,0,1,0,87,0
1,42,1,0,0,0,0,0,82,0
1,22,0,0,0,0,1,0,74,1
1,36,2,0,0,0,0,0,12,0
1,29,1,0,0,1,7,1,6,1
1,39,1,0,0,0,0,1,6,0
1,27,0,0,2,1,13,0,5,1
1,38,1,0,0,0,2,0,3,1
1,20,1,0,0,0,0,0,95,1
1,25,0,2,0,0,4,0,5,1
1,53,1,0,0,0,0,1,6,0
0,27,0,0,0,0,0,1,6,1
1,21,5,0,0,0,0,0,42,1
1,50,1,0,0,0,1,1,29,1
1,41,0,0,0,0,4,0,75,0
1,34,0,0,0,0,4,0,41,1
1,22,1,0,0,2,5,0,49,1
1,22,1,0,0,2,0,0,87,1
1,25,0,0,0,0,2,0,21,0
1,42,0,0,0,0,1,0,11,1
0,27,1,0,0,0,2,0,14,0
1,51,5,0,0,0,2,0,5,0
1,33,0,0,0,0,23,0,5,1
1,24,0,0,0,1,0,0,4,0
1,37,0,0,0,0,4,0,5,0
1,37,1,0,0,0,0,1,27,0
0,27,5,0,0,0,0,1,6,0
